Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,BuildingArea,YearBuilt
Elwood,2,u,660000,2,1,1,,
Elwood,3,t,1360000,3,2,2,175,1997
Epping,3,h,500000,3,2,2,117,1975
Epping,3,h,573000,3,2,2,125,1990
Epping,3,u,380500,3,2,1,,2013
Epping,3,h,528000,3,2,1,125,
Epping,3,h,465000,3,2,1,111.04,2005
Epping,4,h,545000,4,2,2,157,1985
Epping,2,h,452500,2,1,1,,
Essendon,2,h,1980000,2,1,6,105,1950
Essendon,3,t,830000,3,2,1,134,2011
Essendon,3,h,886000,3,2,1,107,2007
Essendon,1,u,280000,1,1,1,,1970
Essendon,3,h,850000,3,2,2,,
Essendon North,2,u,445000,2,1,1,63.4,1970
Essendon West,3,h,1050000,3,3,1,187,1940
Fawkner,3,h,710000,3,2,4,,
Fawkner,4,h,800000,4,2,4,140,1960
Fawkner,3,h,805000,3,2,2,,
Fawkner,2,h,786000,2,1,4,94,1960
Fawkner,3,t,577000,3,1,1,,2003
Ferntree Gully,3,t,670000,3,2,2,,
Ferntree Gully,2,u,617000,2,2,1,120,2011
Fitzroy North,2,h,1321000,2,1,1,,
Fitzroy North,2,h,960000,2,1,0,,
Fitzroy North,1,u,495000,1,1,1,,
Flemington,2,h,990000,2,1,1,82,1900
Footscray,3,h,1100000,3,1,0,,
Footscray,2,t,455000,2,1,1,86,2010
Forest Hill,2,h,680000,2,1,1,73,2001
Forest Hill,5,h,1205000,5,3,2,,
Frankston,3,h,491000,3,1,2,,
Frankston,3,h,566000,3,1,1,,
Frankston,3,h,740000,3,1,1,,
Frankston South,4,h,1400000,4,3,2,,1890
Gardenvale,5,h,1880000,5,2,2,,
Gladstone Park,3,h,755000,3,1,1,130,1975
Gladstone Park,4,h,635000,4,2,2,,1980
Glen Iris,2,u,762000,2,1,1,93,1875
Glen Iris,2,u,501000,2,1,1,,
Glen Iris,4,h,2920000,4,3,3,,
Glen Iris,3,t,1501000,3,2,2,160,1995
Glen Iris,3,h,1500000,3,2,2,,
Glen Iris,3,h,1440000,3,2,2,,
Glen Iris,3,u,1330000,3,2,2,,
Glen Waverley,4,h,1130000,4,2,2,,
Glen Waverley,4,h,1331000,4,2,2,,
Glen Waverley,4,h,1100000,4,2,2,101,1961
Glen Waverley,3,u,1135000,3,2,2,152,1980
Glenroy,4,h,651000,4,1,2,,
Glenroy,3,h,865000,3,1,1,152,1960
Glenroy,1,u,362500,1,1,1,75,1980
Glenroy,3,h,922000,3,1,1,153,1960
Glenroy,2,h,650000,2,1,2,,
Glenroy,3,h,963500,3,2,6,174,1960
Glenroy,3,h,815000,3,1,1,,
Greensborough,3,h,740000,3,1,3,142,1962
Greenvale,5,h,750000,5,2,2,,1980
Greenvale,4,h,730000,4,2,1,270,2004
Greenvale,3,h,770000,3,2,2,154,1985
Greenvale,3,h,550000,3,2,2,,2013
Hadfield,3,h,870000,3,1,6,,
Hampton,4,h,2905000,4,2,2,,
Hampton,2,h,1695000,2,1,2,,
Hampton,4,h,2550000,4,2,2,200,1925
Hampton Park,3,h,561000,3,2,3,,
Hawthorn,2,u,525000,2,1,1,,
Hawthorn,4,h,2800000,4,2,2,192,1910
Hawthorn,3,h,1870000,3,1,1,,
Hawthorn,3,h,2402500,3,2,2,,1900
Hawthorn,3,h,1955000,3,1,2,,1890
Hawthorn,3,h,1702000,3,1,2,110,1900
Hawthorn,2,u,500000,2,2,1,,
Hawthorn,4,h,3399000,4,2,2,274,2002
Hawthorn,4,h,3900000,4,2,1,,
Hawthorn,2,u,697000,2,1,1,,
Hawthorn East,2,u,802500,2,1,2,87,1970
Hawthorn East,1,u,441000,1,1,0,50,1960
Hawthorn East,3,h,2680000,3,2,4,,
Hawthorn East,2,u,500000,2,1,1,72,1970
Heidelberg,2,t,738000,2,1,2,107,1985
Heidelberg Heights,3,t,715000,3,2,2,,
Heidelberg Heights,3,h,800000,3,1,0,92.5,1945
Heidelberg Heights,2,t,680000,2,1,1,106,2013
Heidelberg Heights,3,h,1010000,3,1,2,,
Heidelberg Heights,3,u,630000,3,1,1,,
Heidelberg West,3,h,605000,3,1,2,115.96,1960
Heidelberg West,3,h,580000,3,1,2,109,1950
Heidelberg West,2,u,444000,2,1,1,,
Heidelberg West,2,h,532000,2,2,1,,
Highett,3,h,1600000,3,2,3,137,1960
Hillside,4,h,677000,4,2,2,196,1999
Hillside,4,h,737500,4,2,2,230,2004
Hoppers Crossing,3,h,520000,3,2,2,169,1999
Hoppers Crossing,3,h,553100,3,2,2,,1974
Hoppers Crossing,3,h,418000,3,2,1,,
Hoppers Crossing,3,h,505000,3,1,1,142,1995
Hoppers Crossing,3,h,492000,3,1,1,,
Hoppers Crossing,4,h,680000,4,2,3,158,1990
Hoppers Crossing,4,h,472000,4,2,2,,
Hoppers Crossing,3,h,442500,3,1,2,121.84,1980
Hughesdale,3,u,1203500,3,2,2,127,2000
Hughesdale,3,h,1250000,3,1,2,,
Ivanhoe,3,h,1475000,3,1,2,114,1950
Ivanhoe East,3,h,1640000,3,1,2,158,1930
Jacana,3,h,590500,3,1,1,90,1960
Keilor,3,h,895000,3,1,1,157,1965
Keilor Downs,4,h,790000,4,2,3,,1980
Keilor East,3,h,825000,3,1,0,,1965
Keilor East,3,h,806000,3,2,4,,
Keilor East,4,h,698000,4,2,2,,
Keilor Park,3,h,752500,3,2,1,144,
Kensington,1,u,400000,1,1,1,56,2008
Kensington,1,t,715000,1,1,0,,2006
Kew,3,h,1300000,3,1,2,,1920
Kew,3,u,660000,3,1,1,,
Kew,4,h,2425000,4,3,1,,
Kew,2,t,825000,2,1,3,107,1995
Kew,2,u,682000,2,1,1,80,
Kew,5,h,3200500,5,2,2,,
Kew,3,h,1110000,3,2,2,,
Kew East,4,h,2258000,4,1,2,173,1910
Kew East,3,h,1650000,3,3,1,,
Keysborough,4,h,1250000,4,2,2,305,2005
Kings Park,5,h,520000,5,2,3,171,1972
Knoxfield,4,h,1218000,4,2,2,281,1994
Knoxfield,4,h,1010000,4,2,2,,
Lalor,2,u,383000,2,1,2,,
Lalor,3,h,600000,3,2,2,121,1980
Lalor,3,h,487000,3,1,1,160,1970
Lalor,3,h,572000,3,1,2,140,1975
Lower Plenty,2,u,650000,2,2,2,120,1995
Maidstone,3,h,793000,3,1,2,,
Malvern,4,h,2775000,4,2,2,,
Malvern,3,h,1700000,3,2,0,141,1920
Malvern East,3,t,1060000,3,1,1,110,1980
Malvern East,4,h,2400000,4,2,0,,
Maribyrnong,2,u,530000,2,1,1,88,1980
Maribyrnong,2,u,450000,2,1,1,93,1940
Maribyrnong,4,h,1510500,4,2,4,,
Maribyrnong,2,u,353000,2,1,1,79,2000
McKinnon,2,h,1250000,2,1,2,,1920
McKinnon,5,h,2300000,5,2,2,,
Melbourne,2,u,720000,2,1,1,86,1976
Melton,3,h,295000,3,1,4,122.86,1975
Melton South,4,h,347500,4,2,1,149,1990
Melton West,3,h,410000,3,2,2,119,1985
Mentone,3,t,1010000,3,1,2,,
Mentone,5,h,1485000,5,2,2,174,1975
Middle Park,3,h,3750000,3,2,1,,
Middle Park,3,h,1750000,3,2,0,155,1885
Mill Park,2,t,480750,2,1,1,92,
Mill Park,5,h,725000,5,2,2,,1970
Mitcham,2,u,695000,2,1,1,90,2011
Mitcham,2,h,655000,2,1,4,82,1975
Mitcham,3,u,775000,3,1,2,110,1975
Mitcham,3,u,820000,3,1,2,110,1960
Mitcham,4,h,990000,4,2,2,,
Mitcham,2,h,883000,2,1,1,,1960
Mont Albert,4,h,1462000,4,2,0,,1910
Montmorency,3,h,1130000,3,2,2,,
Montmorency,3,t,960000,3,2,2,,2003
Montmorency,4,h,1050000,4,2,1,,
Montmorency,3,h,900000,3,1,1,138,1980
Montmorency,3,h,806000,3,1,0,108,1955
Montmorency,3,h,1160000,3,2,1,,
Montmorency,3,h,700000,3,1,3,,
Montmorency,4,h,980000,4,3,2,300,1993
Mount Waverley,4,t,1250800,4,2,2,,
Mount Waverley,4,h,1327000,4,3,2,,
Mount Waverley,2,u,670000,2,1,1,,
Mount Waverley,3,h,1615000,3,1,2,,
Mount Waverley,4,h,1400000,4,3,2,,
Mount Waverley,2,u,620000,2,1,1,,
Mulgrave,3,h,800000,3,2,2,,
Murrumbeena,4,h,1540000,4,2,2,199,1920
Murrumbeena,1,t,470000,1,1,1,76,2000
Murrumbeena,3,u,1160000,3,2,2,,
Niddrie,3,t,715000,3,1,1,,
Niddrie,4,h,1010000,4,2,2,,
Niddrie,3,h,980000,3,1,2,,
Noble Park,3,h,730000,3,1,4,130,1963
Noble Park,3,h,676000,3,1,1,114.2,1960
Noble Park,4,h,805000,4,2,4,140,1980
Noble Park,3,h,802000,3,1,1,,
North Melbourne,2,h,1126000,2,1,0,65,1910
North Melbourne,4,h,1746000,4,2,0,,
North Melbourne,2,u,799000,2,1,1,73,1900
North Melbourne,3,h,1285000,3,1,1,147,1990
Northcote,3,h,1512000,3,1,0,125,1905
Northcote,4,h,2042000,4,1,0,,
Northcote,2,h,1260000,2,1,1,,1900
Northcote,4,h,1650000,4,3,4,,
Nunawading,3,t,1235000,3,3,2,28,
Nunawading,4,h,1570000,4,2,1,,
Nunawading,3,u,777000,3,2,2,113,2014
Oak Park,3,h,972000,3,1,2,,
Oakleigh,2,h,1225000,2,1,2,,1940
Oakleigh East,3,h,1292000,3,1,1,,
Oakleigh East,4,t,912000,4,2,2,146,1997
Ormond,4,h,1565000,4,3,2,154,1920
Ormond,2,u,640000,2,1,1,,
Parkdale,2,h,1270000,2,1,4,120,1940
Parkdale,5,h,1485000,5,2,2,,1940
Parkdale,4,h,1137500,4,2,4,180,1980
Parkdale,3,h,1415000,3,1,2,145,1950
Parkville,3,u,1560000,3,2,1,,
Pascoe Vale,2,t,530000,2,2,1,84,
Pascoe Vale,3,h,876000,3,1,2,146,1960
Pascoe Vale,3,h,802000,3,2,1,,
Pascoe Vale,3,u,736000,3,1,0,116,1950
Pascoe Vale,3,t,755000,3,1,2,,1993
Pascoe Vale,2,h,478000,2,1,1,73,1960
Pascoe Vale,2,h,650000,2,1,2,,
Port Melbourne,2,h,1335000,2,1,0,105,1880
Port Melbourne,1,u,545000,1,1,1,,2000
Prahran,2,u,740000,2,1,1,100,1940
Prahran,2,u,698000,2,1,1,85,1900
Prahran,2,h,780000,2,1,0,48,1900
Prahran,2,t,1190000,2,1,2,,
Prahran,2,h,1170000,2,2,2,,
Prahran,2,u,660000,2,1,1,,
Preston,3,h,920000,3,1,2,93,1950
Preston,3,h,1115000,3,1,2,129,1960
Preston,3,u,550000,3,2,1,,2012
Preston,3,h,1171000,3,1,2,186,1930
Preston,5,h,1060000,5,2,2,192,1940
Preston,3,h,996000,3,1,2,,
Preston,2,h,617500,2,1,3,81,1985
Reservoir,3,h,817000,3,1,2,,
Reservoir,2,t,575000,2,2,1,102,2015
Reservoir,3,h,635000,3,2,2,147,2009
Reservoir,2,u,470000,2,1,1,,2007
Reservoir,3,h,700000,3,2,1,,
Reservoir,3,h,860000,3,1,2,136,1950
Richmond,2,h,1000000,2,1,0,,
Richmond,3,h,1250000,3,1,1,,
Richmond,3,h,1280000,3,1,1,,
Richmond,2,u,615000,2,2,1,86,2005
Richmond,1,u,314000,1,1,1,37,1970
Richmond,2,h,1341000,2,1,0,87,1890
Ringwood,3,h,930000,3,1,1,,
Ringwood East,2,u,609000,2,1,2,70,1970
Ringwood North,4,h,1085000,4,2,2,,
Rosanna,3,h,1100000,3,2,2,212,1985
Rosanna,4,h,1185000,4,2,1,,
Roxburgh Park,4,h,500000,4,2,2,,2006
Sandringham,3,u,630000,3,2,3,,
Sandringham,2,u,760000,2,1,1,82,1970
Sandringham,4,h,2100000,4,2,2,,1945
Seaford,4,h,795000,4,2,2,158,1960
Seddon,3,h,1315000,4,3,2,,1950
Seddon,2,h,830000,2,1,1,91,1910
Seddon,2,h,940000,2,1,0,94,1910
Silvan,3,h,1085000,3,2,2,,
South Kingsville,3,h,835000,3,1,1,,
South Melbourne,1,h,807500,1,1,0,,1900
South Melbourne,4,h,4100000,4,2,1,,
South Yarra,3,u,1430000,3,3,1,,1996
South Yarra,4,h,2920000,4,2,2,254,1920
South Yarra,1,u,400000,1,1,1,43,1950
Southbank,2,u,600000,2,1,1,78,
Southbank,2,u,600000,2,1,1,80,1993
Spotswood,4,h,1300000,4,2,2,,
Spotswood,3,h,1000000,3,1,3,,
St Albans,3,h,650000,3,1,0,,
St Albans,1,h,565000,1,1,2,,
St Helena,5,h,1387000,5,3,3,370,2005
St Kilda,1,u,480000,1,1,1,64,1930
St Kilda,2,u,730000,2,1,0,,
Sunbury,4,h,535000,4,2,2,155,1970
Sunshine,3,h,865000,3,1,2,,
Sunshine,3,h,1070000,3,2,2,198,1940
Sunshine,1,u,245000,1,1,1,,
Sunshine North,6,h,750000,6,2,4,113,1955
Sunshine North,3,h,632000,3,1,1,121,1950
Sunshine North,3,h,905000,3,1,4,,
Surrey Hills,5,h,2505000,5,2,0,266.53,1927
Surrey Hills,3,h,1785000,3,1,1,120,1910
Surrey Hills,3,h,1580000,3,1,2,,
Surrey Hills,3,h,1620000,3,1,2,,
Taylors Hill,3,h,645000,3,2,2,,
Taylors Lakes,5,h,1300000,5,3,2,,
Templestowe Lower,5,h,1381000,5,2,2,,
Templestowe Lower,5,h,1225000,5,2,2,,1980
Templestowe Lower,4,h,1375000,4,2,1,240,1950
Thomastown,3,h,705000,3,1,2,,1975
Thomastown,3,h,550000,3,1,2,,
Thomastown,3,h,630000,3,1,3,,
Thomastown,3,h,740000,3,1,2,109,1952
Thornbury,2,u,745000,2,1,1,70,1975
Thornbury,3,h,1225000,3,1,0,90,1920
Thornbury,4,h,1400000,4,2,0,,
Truganina,3,u,390000,3,2,1,138,2008
Tullamarine,3,t,555000,3,2,2,,
Tullamarine,3,h,695000,3,1,2,121,1980
Upwey,2,h,575000,2,1,1,,
Viewbank,3,h,870000,3,2,2,151,2000
Warrandyte,4,h,1050000,4,2,2,,
Watsonia North,4,h,710000,4,1,3,145,1960
Watsonia North,3,h,705000,3,1,1,,
Werribee,3,h,570000,3,1,2,113,1960
Werribee,3,h,372000,3,1,1,,
West Footscray,3,u,597000,3,1,1,120,1995
West Melbourne,2,u,660000,2,1,1,91,1993
Westmeadows,3,t,500000,3,1,2,,2012
Westmeadows,5,h,560000,5,2,2,,
Wheelers Hill,4,h,1200000,4,3,3,,
Wheelers Hill,5,h,1223000,5,3,2,,
Wheelers Hill,4,h,1035000,4,2,2,,
Williamstown,3,h,1367000,3,1,2,,
Williamstown,2,u,880000,2,1,2,78.54,2000
Williamstown North,3,h,862000,3,1,1,85.35,1940
Wollert,4,h,595000,4,2,2,370,2012
Yarraville,4,h,1190000,4,1,2,,
Yarraville,2,u,709500,2,1,1,80,1970
Abbotsford,2,u,550000,2,1,1,,
Airport West,3,u,670000,3,1,2,153,2000
Albert Park,4,h,3560000,4,1,1,,
Altona North,5,h,1500000,5,3,2,,
Altona North,4,h,1030000,4,3,2,,
Ascot Vale,2,h,1130000,2,1,1,,
Avondale Heights,3,h,820000,3,1,2,,
Avondale Heights,3,h,680000,3,1,1,,
Avondale Heights,3,h,720000,3,1,1,110,1965
Avondale Heights,3,h,1107500,3,3,1,190,2014
Bacchus Marsh,3,h,285000,3,1,2,,
Balaclava,1,u,328500,1,1,1,,
Balwyn North,4,t,1575000,4,2,2,,2007
Bayswater,5,h,900000,5,2,2,,
Bayswater,2,u,520000,2,1,1,69,1975
Bentleigh,2,u,380000,2,1,1,62,2011
Berwick,4,h,920000,4,5,2,352,2014
Berwick,4,h,950000,4,4,2,391,2007
Blackburn,2,u,485000,2,1,1,55,1960
Blackburn South,3,h,1291000,3,2,2,127,1970
Boronia,3,h,775000,3,1,2,131,1970
Boronia,4,h,820000,4,2,4,200,1975
Box Hill,5,h,2285000,5,3,2,,
Braybrook,3,h,797000,3,1,2,110,1960
Braybrook,5,h,760000,5,2,2,,
Braybrook,2,h,590000,2,1,1,74,1950
Brighton,3,u,1180000,3,2,2,,2011
Brighton East,2,u,585000,2,1,1,82,1950
Brighton East,4,h,1580000,4,1,2,165,1970
Broadmeadows,3,h,460000,3,1,1,,
Broadmeadows,3,h,386000,3,1,1,71,1965
Brooklyn,2,u,515000,2,1,2,140,2012
Brunswick,4,h,1515000,4,2,2,194,1890
Brunswick,3,h,1037000,3,1,1,101,1996
Brunswick,3,h,1100000,3,1,1,,
Brunswick East,3,h,1330000,3,2,1,190,1890
Brunswick East,3,t,937000,3,2,1,121.8,2000
Brunswick East,1,u,290000,1,1,0,41,2012
Bundoora,3,h,730000,3,1,1,101,1960
Bundoora,3,h,660000,3,1,2,119,1970
Burwood,3,h,1530000,3,1,2,,
Burwood East,3,h,1150000,3,2,2,140,1965
Burwood East,4,h,1600000,4,2,2,260,2007
Cairnlea,3,h,636000,3,2,2,,2000
Camberwell,2,u,755000,2,1,1,82.6,1960
Camberwell,8,h,2200000,8,8,4,,
Carnegie,3,h,1530000,3,1,1,,
Carnegie,2,u,750000,2,1,2,85,1970
Carnegie,1,u,286000,1,1,1,45,1960
Carnegie,2,u,580010,2,1,1,72,1970
Carnegie,4,t,1250000,4,3,2,223,2005
Caroline Springs,3,t,430000,3,2,2,,2010
Caroline Springs,3,t,360000,3,1,1,136.49,2009
Caroline Springs,4,h,740000,4,2,2,222,2008
Carrum Downs,4,h,647000,4,2,4,204,2002
Caulfield South,2,u,636500,2,1,1,,1970
Chadstone,3,t,930000,3,2,1,127,2011
Clayton,3,h,1018000,3,1,2,,
Coburg,2,h,760000,2,1,2,105,1920
Coburg,2,t,876000,2,2,1,100,2014
Coburg North,1,h,867000,1,1,4,,
Collingwood,1,u,365000,1,1,0,46,1960
Collingwood,3,h,1297000,3,2,0,137,1890
Coolaroo,4,h,515000,4,1,0,,
Cranbourne North,4,h,670000,4,2,2,,
Croydon,5,h,865000,4,2,2,200,1975
Croydon,4,h,760000,4,2,2,140,1960
Croydon,3,h,725000,3,1,2,105,1980
Croydon,2,t,480000,2,1,1,,
Croydon,4,h,1120000,4,2,2,228,2008
Dandenong North,3,h,465000,3,1,1,,
Dandenong North,4,h,614000,4,2,2,,
Dandenong North,4,h,930000,4,2,1,200,1980
Deer Park,3,h,557000,3,1,2,148,1985
Deer Park,3,h,650000,3,1,2,135,1955
Derrimut,4,h,750000,4,2,2,,
Dingley Village,3,h,806000,3,2,1,134,1968
Dingley Village,3,h,892000,3,1,3,,
Doncaster,3,h,1345000,3,3,3,,
Doncaster,4,h,1430000,4,2,2,,
Doncaster,4,h,1663000,4,3,2,250,1982
Doncaster East,4,h,1310000,4,3,2,200,1970
Doncaster East,3,h,1530000,3,2,2,160,1978
Doncaster East,4,h,1390000,4,3,2,,
Doncaster East,3,h,1423000,3,2,2,,
Donvale,2,t,630000,2,1,1,100,2000
Eaglemont,3,h,1300000,3,1,2,138,1950
Edithvale,5,h,1260000,5,6,3,178,1960
Eltham,3,h,655000,3,1,2,108,2009
Eltham North,4,h,792000,4,2,2,,
Elwood,1,u,435000,1,1,1,44,2009
Elwood,1,u,350000,1,1,0,,1960
Epping,3,h,490000,3,2,2,155,2012
Epping,3,h,490000,3,1,1,,
Epping,3,u,392250,3,1,1,101,
Epping,2,h,417500,2,1,1,102,2000
Essendon,3,h,1000000,3,2,2,169,
Essendon,1,u,310000,1,1,1,,
Essendon,3,h,1398000,3,2,1,182,1960
Ferntree Gully,3,t,664000,3,2,1,138,2010
Ferntree Gully,3,t,1900000,3,2,2,502,
Fitzroy,2,u,790000,2,1,2,75,1930
Fitzroy,2,u,830000,2,2,1,84,2011
Fitzroy,1,u,456000,1,1,1,51,2011
Flemington,2,h,1000000,2,1,0,,
Footscray,3,t,800000,3,2,2,,
Frankston,3,h,565000,3,1,2,155,1980
Frankston South,3,h,810000,3,1,2,118,1960
Gladstone Park,4,h,749000,4,2,2,160,1970
Glen Iris,1,u,260000,1,1,1,38,1950
Glen Iris,1,u,330000,1,1,1,44,1960
Glen Iris,2,u,501000,2,1,1,77,1960
Glen Waverley,3,h,1908000,3,1,2,,
Glen Waverley,3,h,1070000,3,2,1,116,1970
Glenroy,4,h,700000,4,2,1,82,1950
Glenroy,3,h,805000,3,1,2,,
Glenroy,3,h,721000,3,1,1,,
Glenroy,2,t,400000,2,1,1,70,2012
Glenroy,2,h,675000,2,2,1,99,2011
Glenroy,4,t,656000,4,2,2,,2003
Greensborough,3,h,866000,3,2,2,147,1980
Greensborough,4,h,1028000,4,3,4,,
Greenvale,4,h,783000,4,2,2,,
Greenvale,5,h,800000,5,3,2,332,2008
Hadfield,3,h,735000,3,1,1,122,1950
Hadfield,2,t,595000,2,2,1,111,2005
Hadfield,2,t,539000,2,2,2,,
Hallam,3,h,1300000,3,2,2,,
Hampton,1,u,580000,1,2,1,,2012
Hampton East,2,t,771000,2,1,1,99,1992
Hampton Park,4,h,622000,4,2,2,,1989
Hampton Park,3,h,400000,3,1,1,98,1998
Hawthorn,1,u,455000,1,1,1,49,1960
Hawthorn East,2,u,615888,2,1,1,73,1970
Heidelberg,4,h,1430000,4,2,3,,
Heidelberg,2,u,534000,2,1,1,,
Heidelberg West,3,h,575500,3,1,1,,
Heidelberg West,3,h,600000,3,1,2,,
Heidelberg West,2,u,445000,2,1,1,,
Highett,3,h,1430000,3,1,0,,
Highett,4,h,1820000,4,2,2,680,2006
Hillside,4,h,660000,4,2,2,,
Hughesdale,5,h,1475000,5,2,3,157,1920
Ivanhoe,5,h,2100000,5,3,2,222,1960
Ivanhoe,3,h,1510000,3,1,2,,
Ivanhoe,3,u,880000,3,2,1,,
Ivanhoe,2,h,1320000,2,1,0,114,1920
Jacana,2,h,575500,2,1,1,98,1960
Keilor,3,h,775000,3,2,2,,
Keilor,4,h,635000,4,2,2,138,1975
Keilor Downs,3,h,675000,3,2,4,,
Keilor Downs,3,h,620000,3,1,4,100,1985
Keilor East,5,h,1005000,5,3,2,176,1970
Keilor East,4,t,710000,4,2,1,,
Keilor Park,3,h,700000,3,1,1,130,1970
Keilor Park,3,h,635000,3,2,2,,2002
Kensington,2,u,438000,2,1,1,,
Kensington,2,u,710000,2,2,1,132,
Kensington,1,u,390000,1,1,1,60,2000
Kew,3,t,1205000,3,2,2,,
Kew,3,h,1410000,3,1,1,113,1930
Kew,1,u,520000,1,1,1,,
Kilsyth,3,h,811000,3,1,3,,1957
Lalor,3,h,710500,3,2,1,120,1975
Lalor,3,h,752000,3,1,2,102,1950
Lalor,3,h,622000,3,1,2,113,1970
Maidstone,3,t,650000,3,2,2,128,2016
Maidstone,2,u,435000,2,2,1,96,2017
Maidstone,3,h,876000,3,1,2,,
Malvern,1,u,338000,1,1,1,,1970
Maribyrnong,4,h,1340000,4,1,3,155,1920
Meadow Heights,3,h,450000,3,1,1,96,1970
Meadow Heights,3,h,440000,3,1,2,112,1992
Melbourne,2,u,1075000,2,2,1,,
Melton,4,h,550000,4,2,2,194,1970
Melton,3,h,373500,3,2,2,118,1980
Melton South,2,h,280500,2,1,1,,1990
Mentone,2,u,640000,2,1,1,72,1972
Mentone,4,h,1322000,4,2,2,,
Mentone,3,t,940000,3,1,2,157.9352,1989
Mill Park,3,h,767500,3,2,2,,
Mill Park,3,h,705000,3,2,2,,
Mill Park,3,h,705000,3,2,2,161,1970
Mill Park,4,h,790000,4,2,2,186,1990
Mill Park,4,h,676000,4,2,2,,
Mill Park,5,h,704500,5,3,2,130,1970
Mill Park,4,h,550000,4,2,1,175,1970
Mill Park,5,h,598000,5,3,1,122,1990
Mill Park,3,h,592000,3,1,1,128,1992
Mill Park,3,h,602000,3,1,1,136,1977
Mitcham,3,h,1095000,3,1,1,,
Mitcham,2,h,480000,2,1,1,,2006
Montrose,4,h,735000,4,2,2,160,1980
Moonee Ponds,1,h,1425500,1,1,1,190,
Moonee Ponds,3,h,1320000,3,1,2,,
Moonee Ponds,4,h,1270000,4,1,3,152,1925
Mooroolbark,3,h,650000,3,2,2,126.8,1976
Mordialloc,4,h,1400000,4,2,2,313,2007
Mordialloc,3,t,1627000,3,2,2,233,2007
Mount Waverley,3,h,1150000,3,2,3,,
Mount Waverley,3,t,1375000,3,2,2,,
Mount Waverley,3,h,850000,3,1,2,,
Mount Waverley,3,h,1850000,3,1,1,153,1960
Mulgrave,5,h,1016000,5,2,2,,
Mulgrave,4,h,992000,4,2,1,,
Murrumbeena,4,h,1820000,4,2,1,265,1915
Murrumbeena,3,h,1620000,3,2,1,,
Newport,3,h,1000000,3,1,2,,
Noble Park,3,h,650000,3,1,1,,
North Melbourne,2,u,785000,2,2,1,95,2008
North Melbourne,2,u,620000,2,1,1,,
Nunawading,3,h,1040000,3,1,1,,
Nunawading,2,u,676000,2,1,1,84,1970
Nunawading,3,h,1002000,3,1,2,143,1960
Nunawading,4,t,1175000,4,3,2,170,2011
Oakleigh,3,h,1365000,3,2,2,,1960
Oakleigh East,3,h,875000,3,2,2,144,2006
Oakleigh South,3,h,880000,3,2,2,,
Oakleigh South,3,h,1150000,3,1,2,,
Oakleigh South,4,u,774000,4,2,2,147,2000
Oakleigh South,3,h,1122000,3,1,2,,
Ormond,1,u,327000,1,1,1,32,1960
Ormond,4,h,1900000,4,2,2,210,1920
Parkdale,4,h,2185000,4,2,3,213,2010
Parkville,2,t,800000,2,1,1,,
Pascoe Vale,3,h,1210000,3,2,1,226,2012
Port Melbourne,2,u,635000,2,2,1,,
Prahran,2,u,1003000,2,2,1,,2003
Preston,2,h,820000,2,1,1,,
Preston,3,h,1150000,3,0,0,,
Reservoir,3,h,925000,3,1,2,,1940
Reservoir,3,h,526250,3,1,1,,
Reservoir,1,h,351000,1,1,1,63,1950
Reservoir,3,h,760000,3,1,1,,
Reservoir,3,h,690000,3,1,2,,1960
Richmond,2,u,715000,2,1,2,,
Richmond,2,u,630000,2,1,1,,1970
Richmond,2,h,1200000,2,2,1,,
Ringwood,4,h,1725000,4,2,2,310,2002
Ringwood,2,h,633000,2,1,2,95,2005
Ringwood East,4,h,1090000,4,1,2,115,1950
Rowville,4,h,936000,4,2,2,190,1980
Rowville,3,h,860000,3,2,2,220,2001
Sandringham,4,h,850000,4,3,2,327,2017
Scoresby,3,h,1000000,3,2,2,,
Seabrook,3,h,640000,3,2,2,,1990
Seaford,4,h,800000,4,2,0,207,1969
South Melbourne,3,h,1720000,3,2,2,137,1998
South Morang,3,h,690000,3,2,2,196,2005
South Morang,4,h,875000,4,2,2,332,2004
South Morang,3,t,420000,3,2,2,101,2011
South Morang,4,h,677500,4,2,2,195,2005
South Yarra,2,u,600000,2,1,1,62,1972
South Yarra,2,u,762500,2,1,1,79,2003
South Yarra,4,h,1855500,4,2,1,216,1880
Spotswood,2,h,802000,2,1,1,100.6,1900
Springvale,3,h,1016000,3,1,2,,
St Albans,3,h,600000,3,2,6,,
St Albans,4,h,631000,4,1,3,158,1970
St Albans,3,h,711100,3,1,2,,
St Albans,3,h,582000,3,1,0,94,1960
St Albans,3,h,730000,3,1,6,,
St Kilda,1,u,468000,1,1,1,55,2000
St Kilda,1,u,470000,1,1,1,44.4,2009
Strathmore,4,h,1140000,4,2,2,,2005
Strathmore,3,u,750000,3,2,2,94,1970
Sunbury,3,h,487000,3,1,1,,
Sunbury,4,h,410000,4,2,2,164,1986
Sunbury,4,h,512500,4,2,2,139,1960
Sunshine,3,h,830500,3,1,2,111,1950
Sunshine North,2,u,429000,2,1,1,,
Sunshine West,3,h,551000,3,1,2,105,1974
Sunshine West,3,h,450000,3,1,2,104,1970
Surrey Hills,2,t,781000,2,1,2,,
Tarneit,4,h,586000,4,2,2,,2012
Tarneit,4,h,496000,4,2,2,,2008
Templestowe,3,h,1280000,3,2,2,,
Templestowe,4,h,1635000,4,3,2,215,1985
Templestowe,3,t,795000,3,2,2,,
